,iteration,reward
0,1.0,0.0909990295767784
1,51.0,0.10061899721622466
2,101.0,0.11055656373500823
3,151.0,0.2306770697236061
4,201.0,0.2369573414325714
5,251.0,0.2976350456476212
6,301.0,0.31087353825569153
7,351.0,0.3542902022600174
8,401.0,0.3735666811466217
9,451.0,0.3980344563722609
10,501.0,0.4076444178819657
11,551.0,0.3712230727076529
12,601.0,0.4200072199106216
13,651.0,0.3927989721298218
14,701.0,0.4081430912017822
15,751.0,0.38987907469272615
16,801.0,0.4122529715299607
17,851.0,0.35100104212760924
18,901.0,0.3804134100675583
19,951.0,0.3653485596179962
20,1001.0,0.4025303512811661
21,1051.0,0.38347372710704797
22,1101.0,0.4194355964660644
23,1151.0,0.35511507391929625
24,1201.0,0.39811761379241933
25,1251.0,0.4289981037378311
26,1301.0,0.4373171776533127
27,1351.0,0.43780823349952697
28,1401.0,0.4459680944681168
29,1451.0,0.4580043524503708
30,1501.0,0.4728717416524887
31,1551.0,0.4780799657106399
32,1601.0,0.4545524626970291
33,1651.0,0.5179162651300431
34,1701.0,0.5268985062837601
35,1751.0,0.5514162719249726
36,1801.0,0.5660759627819061
37,1851.0,0.5656386345624924
38,1901.0,0.5849683165550232
39,1951.0,0.5867255777120589
40,2001.0,0.6119160830974579
41,2051.0,0.6449332475662232
42,2101.0,0.6218354612588882
43,2151.0,0.6115501821041107
44,2201.0,0.6708267211914063
45,2251.0,0.7413576185703278
46,2301.0,0.7035849153995514
47,2351.0,0.7079926311969758
48,2401.0,0.7321617722511291
49,2451.0,0.7533014297485352
50,2501.0,0.7491944789886474
51,2551.0,0.7598942339420318
52,2601.0,0.7450879335403442
53,2651.0,0.7563221871852874
54,2701.0,0.7807076573371887
55,2751.0,0.7656023144721985
56,2801.0,0.7341982305049897
57,2851.0,0.7909587621688843
58,2901.0,0.7901991367340088
59,2951.0,0.7920531988143921
60,3001.0,0.7112896203994751
61,3051.0,0.7747335374355316
62,3101.0,0.7084236860275268
63,3151.0,0.7651570320129395
64,3201.0,0.7406768321990966
65,3251.0,0.79678173661232
66,3301.0,0.7780181527137756
67,3351.0,0.7733297228813172
68,3401.0,0.8022356152534484
69,3451.0,0.824334841966629
70,3501.0,0.7677814602851868
71,3551.0,0.7784226417541504
72,3601.0,0.7894848585128784
73,3651.0,0.8113349378108978
74,3701.0,0.8257015228271485
75,3751.0,0.8247187972068787
76,3801.0,0.8092690646648407
77,3851.0,0.822421544790268
78,3901.0,0.8236490786075592
79,3951.0,0.7708298802375794
80,4001.0,0.7986231744289398
81,4051.0,0.7941037595272065
82,4101.0,0.8079985499382019
83,4151.0,0.8336779415607453
84,4201.0,0.7422649919986725
85,4251.0,0.7974836766719818
86,4301.0,0.7608536422252655
87,4351.0,0.7779917120933533
88,4401.0,0.7919288754463196
89,4451.0,0.8011163473129272
90,4501.0,0.8282071530818941
91,4551.0,0.8116022706031799
92,4601.0,0.8273938179016114
93,4651.0,0.8120928823947906
94,4701.0,0.8340952932834625
95,4751.0,0.8267540872097016
96,4801.0,0.8184502959251404
97,4851.0,0.7948041796684265
98,4901.0,0.810585230588913
99,4951.0,0.8161895990371704
100,5001.0,0.8132549524307251
